

hash,hexSize,path
927DB59FB9E6B7707FD8609BF191BCA5,     A80,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\FRMS2TXT.WRI
75FE204590DD03D96B495D7A37ED2674,     117,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\GAUGE.300
55D0272D6B53A5ACBA15AAFB69A74F46,     61C,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\GRAPH.300
F7415FD11D8E884AF9DA91602C5DE3FE,     2A9,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\GRID.300
8A10E3F88AB0F958E8BF8D8D2AC11A55,      AE,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\KEYSTAT.300
2BBF9ED38E955341DAA49F1A44E2D197,     7D5,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\MCI.300
0E207CB3B1BF50B70C248011832EC5D9,     220,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\MSCOMM.300
87261CE97BDA43240840201D61B47208,     37C,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\MSMAPI.300
C8756B4AA22244A18F27B7A52DDF47B2,     2E5,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\MSOLE2.300
5793EBA448385954AEF6474498048236,     25E,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\MSOUTLIN.300
E1511D08D893E74A62717C137DA4F19C,     7A3,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\PENCNTRL.300
769612DDFE1B7ADC1B56F3AA15E876E8,     138,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\PICCLIP.300
1C9F556887B09EACEA45E7AEDC66DA1F,     15B,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\SPIN.300
49E1923AE36CE3CA14C5A99FC9728F88,     5B0,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\STD_P_E.300
3E8821D1C046929FFA679B0B0475914A,     5FC,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\THREED.300
623C878DD18D777559B9265B17595FF7,   152AE,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\VBDIS2X.DAT
7850C0A2B6D8F587AEDBFCB13517EF30,    12B8,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\VBDIS3I.DAT
8FF24E33904372C1381A023290A13978,   152AE,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\VBDIS3X.DAT
5B0FC02EE1994ED75D25E646C7275907,    1AF8,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\VBRUN200.300
46452C6C7A8C36E848F86B0CD274B42D,    210F,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\VBRUN300.300
10AD3CAD4FEABCED9CD6D14E7F88F9C2,     299,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\VBTRANS.DAT
EC4B99DF5191516244FBFB225BC913BA,     1C0,Semi-VB-Decompiler\VB3 Decompiler OCX\vb3\_MSMASKED.300
AEA9AED420895D6F040CCC32739D187E,   12000,Semi-VB-Decompiler\VBEXEObfuscator\VBObfuscator.exe
E0D99F74798EC371B29A7C0E072A9AFD,    345F,Semi-VB-Decompiler\VBEXEObfuscator\frmAbout.frm
54A9372CAB7B076CBE513B6405BD840C,    2EDE,Semi-VB-Decompiler\VBEXEObfuscator\frmAbout.frx
F8AF3E871E835ECB02E35F22A7ED195F,    4756,Semi-VB-Decompiler\VBEXEObfuscator\frmMain.frm
288826BE8ABB6AEDB0C310A024C2C2D2,     3D4,Semi-VB-Decompiler\VBEXEObfuscator\frmMain.frx
40706490BF51DA49DCB15A6E739C3447,    55FE,Semi-VB-Decompiler\VBEXEObfuscator\modGlobals.bas
CB721A046B870C7C9E446CCEDDB10DD9,    10DB,Semi-VB-Decompiler\VBEXEObfuscator\modNeFormat.bas
F56E54581694AF5E174B2261D828FD36,    824B,Semi-VB-Decompiler\VBEXEObfuscator\modPeSkeleton.bas
5282CEBEA287D4B5EC32311790AEA5EE,     408,Semi-VB-Decompiler\VBEXEObfuscator\prjVBObfuscator.vbp
006469F8433CDAE241E6F749ED423DF6,      CA,Semi-VB-Decompiler\VBEXEObfuscator\prjVBObfuscator.vbw
56090A1B648FCD6FAEF2D895907443C4,    1D55,Semi-VB-Decompiler\vb3 binary to text\Install.iit
E55B16AAF15FB1E2047481A842E71E53,  18938C,Semi-VB-Decompiler\vb3 binary to text\VB123Installer.exe
77CCDFC990A4D017AC92D6FDA1E72171,    1768,Semi-VB-Decompiler\vb3 binary to text\clsFile.cls
877E67943F1295A0C84DDA186AA434DB,    3484,Semi-VB-Decompiler\vb3 binary to text\frmAbout.frm
54A9372CAB7B076CBE513B6405BD840C,    2EDE,Semi-VB-Decompiler\vb3 binary to text\frmAbout.frx
58A79A94D23E8E983695442A26AEBB0B,    612E,Semi-VB-Decompiler\vb3 binary to text\frmMain.frm
C5B491C9EA395C27071474084A8F17D5,    2C86,Semi-VB-Decompiler\vb3 binary to text\frmMain.frx
2D68B56625EFEA15FE21DC334E732CBB,     FBF,Semi-VB-Decompiler\vb3 binary to text\modCheckBox.bas
652EE5D513960A75D6D573176E036497,     E52,Semi-VB-Decompiler\vb3 binary to text\modComboBox.bas
FFE5D211B9575D81DA4D68B18F8B976A,     E19,Semi-VB-Decompiler\vb3 binary to text\modCommandButton.bas
238C64C8D0EBCB22C910997F1BDC350F,    4355,Semi-VB-Decompiler\vb3 binary to text\modCustom.bas
167FEC256A8886F2872BE01458B1B070,     DAF,Semi-VB-Decompiler\vb3 binary to text\modDirectoryListbox.bas
D092FA105F1D9EB2162B75147CDA2827,     CF1,Semi-VB-Decompiler\vb3 binary to text\modDriveListBox.bas
D46B876E63DFA78DC0BDADC83BE66C3C,    1013,Semi-VB-Decompiler\vb3 binary to text\modFileListbox.bas
47FD33BBDC44C0D2AB5DB1A95D8BFE8E,    16AE,Semi-VB-Decompiler\vb3 binary to text\modForm.bas
DA79BFE45BABED7D593E2269CDF152DC,     D68,Semi-VB-Decompiler\vb3 binary to text\modFrame.bas
5D80FADDF57BDB268FCD3697DFEAAA01,    19C4,Semi-VB-Decompiler\vb3 binary to text\modGlobals.bas
F0F79D32247D66442FE47DEF64F317F2,     C84,Semi-VB-Decompiler\vb3 binary to text\modHscroll.bas
BA864F5533B8492AF11696A5344427FF,     E2B,Semi-VB-Decompiler\vb3 binary to text\modImage.bas
88EA8A6E03FACE47B0FD4BBC2196F522,    10C2,Semi-VB-Decompiler\vb3 binary to text\modLabel.bas
897601981601431BFC56FAA23081F513,     864,Semi-VB-Decompiler\vb3 binary to text\modLine.bas
21B650D6BABF0059390AE84B7E54B628,     EB6,Semi-VB-Decompiler\vb3 binary to text\modListBox.bas
E29930F5274ED5250027B0225B92DE52,    1573,Semi-VB-Decompiler\vb3 binary to text\modMDIForm.bas
EF5CBF1653FD58F45A2F05F1FF1BD7FB,     D2D,Semi-VB-Decompiler\vb3 binary to text\modMenu.bas
C1B089F67FB2BF0B4BAE5C3E5246F55A,     E48,Semi-VB-Decompiler\vb3 binary to text\modOptionbutton.bas
885500BEA3FB07B8856FC379A5C3E61C,    1648,Semi-VB-Decompiler\vb3 binary to text\modPictureBox.bas
3EBBBDF9FC376A151338EDCA86334186,     B29,Semi-VB-Decompiler\vb3 binary to text\modShape.bas
C03455923F10E468085A808DD9EB63B8,    12E2,Semi-VB-Decompiler\vb3 binary to text\modTextBox.bas
8B85511639AAD2A7ABE86038B2EF6EBE,     7CC,Semi-VB-Decompiler\vb3 binary to text\modTimer.bas
5466CFA99558B8540498EC6B1302415D,     D59,Semi-VB-Decompiler\vb3 binary to text\modVscroll.bas
E1CC63832E57A6313248B566719058E3,   21000,Semi-VB-Decompiler\vb3 binary to text\prjVBBinaryToText.exe
FD69AD68BDCB2E174F70CE8589B21789,     7B4,Semi-VB-Decompiler\vb3 binary to text\prjVBBinaryToText.vbp
CD3490D37AE969749B63779332C1795C,     37D,Semi-VB-Decompiler\vb3 binary to text\prjVBBinaryToText.vbw
7527D946873989893423427D29C5A187,     18B,Semi-VB-Decompiler\vb3 binary to text\readme.txt
3895122C3D22435A8B9C9246ADD67023,     21B,Semi-VB-Decompiler\vb3 binary to text\readmebinarytotext.txt
661BF037C143117522CBA55840965FFE,  152510,Semi-VB-Decompiler\vb3 binary to text\install folder\MSVBVM60.DLL
714CF24FC19A20AE0DC701B48DED2CF6,  1044C0,Semi-VB-Decompiler\vb3 binary to text\install folder\Mscomctl.ocx
6801F45DFAC0743D3A0D73B121E261DA,   2A910,Semi-VB-Decompiler\vb3 binary to text\install folder\RICHED32.DLL
EB4A8F35A70A887FE32F43A3AA7D4E9A,   31CC8,Semi-VB-Decompiler\vb3 binary to text\install folder\RICHTX32.OCX
DC7A3BC0FC185CD68848DC6F7D7B026B,    A000,Semi-VB-Decompiler\vb3 binary to text\install folder\SSubTmr6.dll
4219192ACF00A39F10F6E76439290580,   1E000,Semi-VB-Decompiler\vb3 binary to text\install folder\cPopMenu6.ocx
D76F0EAB36F83A31D411AEAF70DA7396,   22400,Semi-VB-Decompiler\vb3 binary to text\install folder\comdlg32.ocx
5950211FCC06A876F838D1996A77022A,   2F000,Semi-VB-Decompiler\vb3 binary to text\install folder\prjVBBinaryToText.exe
06B5D6309E3F915A1E5D41B003A954FF,     21A,Semi-VB-Decompiler\vb3 binary to text\install folder\readmebinarytotext.txt
0857394E30DE11CA0CD9497E310D6469,    4600,Semi-VB-Decompiler\vb3 binary to text\install folder\stdole2.tlb
E91416E1A6B02CEA51BCC7FEBF32899A,    D96C,Semi-VB-Decompiler\Historical_Versions\Semi_VB_De1773187232004.zip
BB53383C3D5CA0F22F6F28B11436FAA4,    24BD,Semi-VB-Decompiler\Historical_Versions\screen1_small.PNG
6F0CD4B21FB1B96022CA0893595EAC98,    2599,Semi-VB-Decompiler\Historical_Versions\screen2_small.PNG
482881616E3F4D29AB7CCAE96C365775,    12D1,Semi-VB-Decompiler\Historical_Versions\ssPcode_small.png
8855C6B619247E5CF8DED3566C00981D,     A1D,Semi-VB-Decompiler\Historical_Versions\vbdeco_small.jpg
20C2D2E65A0C0F6B06AF83E2F1FD6648,    248F,Semi-VB-Decompiler\Historical_Versions\screen3_small.PNG
FDFBE0199EF8B521560ABAFE7ADE9805,    7040,Semi-VB-Decompiler\Historical_Versions\screen1.PNG
898905C6658E3880814896C708CE0011,    685E,Semi-VB-Decompiler\Historical_Versions\screen2.PNG
C2DDC26F9E02376A03652506DE1B7527,    AA5F,Semi-VB-Decompiler\Historical_Versions\ssPcode.png
3DEE777E13EC13FAB8B53759F46CB374,   1A890,Semi-VB-Decompiler\Historical_Versions\vbdeco.jpg
4A3F9EDF9436B726B062F74A2E821BA1,    5526,Semi-VB-Decompiler\Historical_Versions\screen3.PNG
54495943D9156A63F23CBA3D60864138,    24BC,Semi-VB-Decompiler\Historical_Versions\readme.html
260FD45B821EBF9DC9DF8CD26E5B6B99,    32D7,Semi-VB-Decompiler\Historical_Versions\history_and_license.txt
617EF24FB72FD8A073CCDBE1EE66012F,   2FD14,Semi-VB-Decompiler\Historical_Versions\Semi_VB_De178817912004.zip
BF07BC1F51C401AF67315B38888AEFA2,    75F8,Semi-VB-Decompiler\Historical_Versions\compare_table.png
DD04F4C9BB583C0DFB554D3847E273B0,      5E,Semi-VB-Decompiler\Historical_Versions\links\VB6- Semi VB Decompiler-VBForums.URL
DE511AEDFB23ECFA4F67CE52FF6E6291,      6D,Semi-VB-Decompiler\Historical_Versions\links\Semi VB Decompiler 0.03 by vbgamer45 (from psc cd).URL
CE230449F01AA46EB14F558EC831C9A1,      6B,Semi-VB-Decompiler\Historical_Versions\links\Semi VB Decompiler - Source Code + More-VBForums.URL
551DFA73CB8E8C147A25DCBC06C626B2,      6D,Semi-VB-Decompiler\Historical_Versions\links\Semi VB Decompiler by vbgamer45 (from psc cd).URL
97DF0843DDEE163BC27C9AE2B8CCDD7B,      57,Semi-VB-Decompiler\Historical_Versions\links\TheProgrammingZone.com - Semi VB Decompiler.URL
40CF4440D900C0B1DDB3848DC4AF0F13,   643C2,Semi-VB-Decompiler\Historical_Versions\pdf\VB6- Semi VB Decompiler-VBForums.pdf
FD81DE156B009250397C740C88EE7BD2,   36AAB,Semi-VB-Decompiler\Historical_Versions\pdf\Semi VB Decompiler 0.3_psc.pdf
DD43871327A0FF2AC378511F4C8F5F09,   6AD2F,Semi-VB-Decompiler\Historical_Versions\pdf\Semi VB Decompiler - Source Code + More-VBForums.pdf
1A8EDA3DCC045B54396C662E3D82875A,   2A68D,Semi-VB-Decompiler\Historical_Versions\pdf\TheProgrammingZone.com - Semi VB Decompilerl.pdf
A241C23C3F9CAF9194319143ECDE3153,   35D8A,Semi-VB-Decompiler\Historical_Versions\pdf\Semi_vb_Decompiler_Build.2_original_psc.png
4387EFC803E51468A2F66F91BE24B361,  1109C8,Semi-VB-Decompiler\Historical_Versions\5-30-10_vb_forums_release\Semi VB Decompiler Updates Source Code.rar
A61E7EF88E079991034244CEFCCE5DBA,    B7C6,Semi-VB-Decompiler\Historical_Versions\5-30-10_vb_forums_release\VBEXEObfuscator.rar
5E4E01D991981C04B4B7E337E0A501F4,   112BB,Semi-VB-Decompiler\Historical_Versions\5-30-10_vb_forums_release\vb3 binary to text.rar
CFD0162480E8EEBEEAE8D011ABBE5AED,   628C3,Semi-VB-Decompiler\Historical_Versions\5-30-10_vb_forums_release\VB3 Decompiler OCX.rar
B162E089743E6FBF79BF259D06D1C006,   1767A,Semi-VB-Decompiler\Historical_Versions\5-30-10_vb_forums_release\Semi VB API Loader.rar
